date,closeprice,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60
2012/12/4,96.6,86.16,87.72,58.67,66.84,2.05,1.637,0.413,62.86,22.92,31.29,14.56,28.74,88.79,85.94,71.69,71.09,3.694,2.888,0.806,32.93,11.82,25.69,90.42,86.99,77.69,87.42,7.357,6.119,1.238,32.43,8.14,37.1,90.95,84.93,90.78,83.42,12.857,10.765,2.092,35.04,10.87,35.13,0.0881,1.0496,0.8575,0.969,0.192,0.236,3.89,8.28,19.58,5,18,19.94,19.81,19.57,22.63,24.39,23.62,21.15
2012/12/5,96.9,82.1,85.85,61.34,67.99,2.003,1.71,0.293,45.24,22.35,28.04,15.95,28.65,89.48,86.17,73.56,72.14,3.692,2.888,0.804,32.47,11.66,25.69,90.81,87.12,78.9,87.42,7.356,6.119,1.237,32.19,8.08,37.1,91.18,85.01,90.83,83.47,12.868,10.767,2.101,35.04,10.87,35.13,0.0837,1.0585,0.8518,0.9732,0.192,0.236,3.88,8.36,19.81,44,22,19.92,19.8,19.57,21.76,24.39,23.58,20.52
2012/12/6,96.6,71.77,81.16,56.75,65.46,1.956,1.759,0.197,52.38,30.14,27.07,15.4,28.57,88.79,85.94,71.69,71.09,3.682,2.886,0.796,32.47,11.66,25.69,90.42,86.99,77.69,87.42,7.345,6.117,1.228,32.19,8.08,37.1,90.95,84.93,91.26,83.86,12.857,10.765,2.092,35.04,10.87,35.13,0.0828,1.0624,0.8095,0.9726,0.193,0.236,3.22,7.78,19.31,49,19,20.01,19.03,18.9,21.59,24.37,23.56,19.94
2012/12/7,98.1,76,79.44,70.54,71.38,1.996,1.806,0.19,12.5,15.55,31.7,14.15,29.26,92.28,87.1,82.16,76.64,3.735,2.897,0.838,32.47,11.66,25.69,92.39,87.64,84.18,87.42,7.398,6.128,1.27,32.19,8.08,37.1,92.11,85.32,91.81,84.38,12.91,10.776,2.134,35.04,10.87,35.13,0.0856,1.0637,0.8018,0.9749,0.197,0.236,4.42,9.19,21.01,93,19,20.21,18.3,18.87,21.65,24.41,23.6,20.27
2012/12/10,96.5,65.75,74.88,49.5,59.33,1.929,1.831,0.098,51.28,51.11,29.53,15.75,29.34,89.49,87.9,68.76,70.15,3.885,3.095,0.79,31.4,11.27,27.22,90.29,86.94,77.29,87.42,7.342,6.116,1.226,32.19,8.08,37.1,90.87,84.9,90.78,83.42,12.854,10.764,2.09,35.04,10.87,35.13,0.0876,1.1268,0.7561,0.9687,0.206,0.235,2.43,7.21,18.89,19,23,21.39,18.16,18.26,21.54,24.48,23.47,20.71
2012/12/11,98.3,73.2,74.32,64.42,66.42,1.927,1.85,0.077,5.13,11.9,28.54,14.54,29.57,93.69,89.3,82.59,76.91,3.954,3.108,0.846,31.27,11.22,27.23,92.65,87.73,85.12,87.42,7.405,6.129,1.276,32.19,8.08,37.1,92.26,85.37,91.31,83.9,12.918,10.777,2.141,35.04,10.87,35.13,0.0932,1.1398,0.7783,0.9678,0.213,0.235,3.9,8.97,20.95,95,85,22.05,18.5,18.5,21.37,24.55,23.51,21.39
2012/12/12,98.4,78.96,75.87,65.14,66.77,1.919,1.864,0.055,4.17,9.52,27.8,13.73,29.88,93.92,89.37,82.79,77.04,3.961,3.11,0.851,31.15,11.18,27.22,92.78,87.77,85.61,87.42,7.409,6.13,1.279,32.19,8.08,37.1,92.34,85.39,91.12,83.72,12.921,10.778,2.143,35.04,10.87,35.13,0.0857,1.2274,0.7577,0.9671,0.213,0.235,3.57,8.83,20.92,28,84,21.44,18.5,18.43,20.96,24.54,23.51,20.77
2012/12/13,99.2,84.58,78.77,70.97,69.65,1.947,1.881,0.066,6.9,4.17,29.91,12.83,30.6,94.41,89.54,84.27,78.04,4.005,3.119,0.886,32.19,10.98,27.36,93.05,87.86,87.45,87.63,7.451,6.138,1.313,32.59,8.02,37.15,92.49,85.44,91.29,83.88,12.96,10.786,2.174,35.34,10.82,35.16,0.0907,1.218,0.7819,0.9685,0.207,0.235,3.92,9.45,21.74,56,83,21.47,18.39,18.46,20.88,24.55,23.5,20.4
2012/12/14,98.4,82.78,80.11,58.69,63.54,1.898,1.884,0.014,34.49,20.83,27.7,13.62,30.85,92.62,88.94,82.79,77.04,3.977,3.113,0.864,32.19,10.98,27.36,92.03,87.52,85.61,87.42,7.423,6.133,1.29,32.59,8.02,37.15,91.89,85.24,90.96,83.59,12.932,10.78,2.152,35.34,10.82,35.16,0.0925,1.2065,0.7897,0.964,0.211,0.233,2.64,8.3,20.59,31,52,21.75,18.56,18.57,20.91,24.57,23.34,20.01
2012/12/17,97,71.85,77.36,42.58,54.29,1.749,1.857,-0.108,75,50,25.12,17.86,29.85,89.71,89.2,68.67,70.78,4.036,3.298,0.738,30.73,11.1,28.76,90.23,86.92,79.32,87.42,7.373,6.123,1.25,32.59,8.02,37.15,90.82,84.89,90.14,82.89,12.882,10.77,2.112,35.34,10.82,35.16,0.0902,1.2421,0.8168,0.9665,0.219,0.234,0.82,6.54,18.72,20,53,22.63,18.98,18.59,20.97,24.58,23.4,20.2
2012/12/18,96.7,60.78,71.83,39.66,52.47,1.563,1.798,-0.235,61.36,56.25,23.02,21.39,27.98,89.04,88.97,66.25,69.57,4.004,3.291,0.713,29.98,13.25,28.17,89.85,86.8,78.09,87.42,7.363,6.121,1.242,32.59,8.02,37.15,90.59,84.81,90.05,82.82,12.872,10.768,2.104,35.34,10.82,35.16,0.0798,1.2438,0.8176,0.9822,0.219,0.234,0.18,6.01,18.2,28,10,22.66,18.47,18.61,20.86,24.45,23.4,19.62
2012/12/19,97.3,57.94,67.2,48.48,55.77,1.453,1.729,-0.276,47.73,47.73,24.5,20.38,26.64,90.38,89.42,71.28,72.03,4.026,3.296,0.73,29.98,13.25,28.17,90.62,87.05,80.59,87.42,7.384,6.125,1.259,32.59,8.02,37.15,91.05,84.96,90.47,83.16,12.893,10.772,2.121,35.34,10.82,35.16,0.0806,1.2463,0.8109,0.9826,0.219,0.234,0.44,6.44,18.77,73,18,22.68,18.3,18.5,20.37,24.46,23.4,19.15
2012/12/20,96,46.2,60.2,34.73,47.79,1.277,1.639,-0.362,72.22,77.27,22.24,23.12,24.88,87.47,88.45,61.22,66.9,3.98,3.286,0.694,29.98,13.25,28.17,88.95,86.5,75.36,85.96,7.338,6.116,1.222,32.59,8.02,37.15,90.06,84.63,89.99,82.76,12.847,10.763,2.084,35.34,10.82,35.16,0.0796,1.3247,0.8351,0.9873,0.226,0.231,-1.14,4.84,17.06,25,15,23.42,18.67,18.75,20.46,24.33,23.05,19.28
2012/12/21,94.8,32.19,50.86,26.16,41.68,1.067,1.525,-0.458,93.55,95.83,20.48,23.36,23.57,84.79,87.56,54.16,62.77,3.93,3.276,0.654,29.74,13.94,27.99,87.41,85.98,71.11,82.65,7.296,6.107,1.189,32.59,8.02,37.15,89.15,84.33,89.82,82.64,12.804,10.754,2.05,35.34,10.82,35.16,0.0837,1.3109,0.843,0.9886,0.232,0.231,-2.34,3.39,15.47,33,15,23.89,18.98,18.86,20.49,24.12,23.05,19.35
2012/12/22,95.7,29.1,43.61,40.03,47.3,0.923,1.405,-0.482,59.26,77.08,19.27,21.99,22.36,86.8,88.23,59.28,65.82,3.962,3.283,0.679,29.74,13.94,27.99,88.57,86.37,74.25,85.11,7.327,6.113,1.214,32.59,8.02,37.15,89.83,84.56,89.99,82.76,12.836,10.761,2.075,35.34,10.82,35.16,0.0921,1.0938,0.8474,1.0031,0.232,0.231,-1.43,4.26,16.43,74,19,18.09,18.9,18.91,20.42,24.13,23.06,19.15
2012/12/24,95.2,23.57,36.93,35.41,44.64,0.788,1.282,-0.494,77.78,87.5,19.06,20.76,21.07,79.34,85.27,55.63,63.9,3.873,3.401,0.472,28.93,13.56,28.57,87.92,86.15,72.47,83.73,7.31,6.11,1.2,32.59,8.02,37.15,89.45,84.43,89.69,82.53,12.818,10.757,2.061,35.34,10.82,35.16,0.0914,1.261,0.847,1.0028,0.177,0.231,-1.89,3.6,15.7,24,21,18.17,17.79,18.95,20.42,24.04,23.06,18.67
2012/12/25,96.5,31.55,35.14,53.02,52.37,0.744,1.174,-0.43,29.63,60.42,21.17,18.93,19.96,83.01,86.49,63.16,67.38,3.935,3.413,0.522,28.4,13.31,28.57,89.59,86.71,77.29,87.42,7.356,6.119,1.237,32.59,8.02,37.15,90.44,84.76,90.17,82.92,12.864,10.766,2.098,35.34,10.82,35.16,0.0883,1.2199,0.8477,1.0029,0.183,0.231,-0.58,4.88,17.14,64,34,18.43,17.93,19.08,20.46,24.08,23.09,18.87
2012/12/26,96,36.09,35.46,46.88,49.42,0.69,1.077,-0.387,48.15,65,19.99,17.88,18.93,81.6,86.02,60.83,66.42,3.917,3.41,0.507,28.4,13.31,28.57,88.95,86.5,75.36,85.96,7.338,6.116,1.222,32.59,8.02,37.15,90.06,84.63,89.86,82.66,12.847,10.763,2.084,35.34,10.82,35.16,0.0837,1.223,0.8703,1.0041,0.18,0.231,-1.07,4.22,16.4,25,18,18.46,18,19.11,20.4,24.09,23.1,18.38
2012/12/27,95.6,36.41,35.78,42.01,47.07,0.606,0.983,-0.377,73.91,67.74,18.95,19.13,17.61,80.47,85.64,58.52,65.42,3.903,3.407,0.496,28.4,13.31,28.57,88.44,86.33,73.89,84.83,7.324,6.113,1.211,32.59,8.02,37.15,89.76,84.53,89.31,82.24,12.833,10.76,2.073,35.34,10.82,35.16,0.0818,1.2496,0.8618,1.0039,0.18,0.231,-1.33,3.69,15.79,33,19,18.38,18.01,18.99,20.4,23.97,23.1,17.88
2012/12/28,97,53.9,41.82,60.13,55.34,0.596,0.906,-0.31,13.64,11.11,19.1,17.95,16.57,84.42,86.96,65.23,68.29,3.953,3.417,0.536,28.4,13.31,28.57,90.23,86.92,79.32,87.42,7.373,6.123,1.25,32.59,8.02,37.15,90.82,84.89,89.01,82.02,12.882,10.77,2.112,35.34,10.82,35.16,0.0847,1.1752,0.8537,1.0057,0.186,0.231,0.17,5.1,17.35,86,42,17.27,18.25,18.59,20.46,23.84,23.14,18.24
2013/1/2,99.6,67.38,50.34,76.89,66.23,0.745,0.874,-0.129,6.82,5.66,28.92,15.78,17.49,88.71,87.54,74.52,72.68,4.074,3.548,0.526,32.09,12.51,29.67,93.11,88.98,82.33,88.55,7.846,6.468,1.378,32.1,7.76,38.86,93.63,87.8,90.13,82.79,14.465,11.509,2.956,34.91,10.56,36.47,0.0881,1.3507,0.8857,1.0163,0.192,0.233,2.69,7.71,20.34,88,88,19.47,19.18,19.11,20.64,24.02,23.25,20.52
2013/1/3,101,73.75,58.14,81.99,70.53,0.992,0.898,0.094,15.39,13.51,34.63,14.24,19.22,87.09,87,77.73,74.57,4.161,3.566,0.595,34.94,11.98,30.02,92.32,88.72,83.62,89.07,7.933,6.485,1.448,33.64,7.59,39.01,93.09,87.62,90.64,83.17,14.552,11.526,3.026,36.01,10.38,36.59,0.0927,1.3615,0.8942,1.0219,0.195,0.233,3.91,8.95,21.87,78,91,19.27,19.39,19.22,20.46,23.98,23.27,20.65
2013/1/4,101.5,80.12,65.47,83.6,71.94,1.183,0.955,0.228,7.69,6.76,32.5,13.36,20.83,88.35,87.42,78.69,75.19,4.178,3.569,0.609,34.94,11.98,30.02,92.9,88.91,84.03,89.25,7.951,6.489,1.462,33.64,7.59,39.01,93.48,87.75,90.81,83.31,14.569,11.53,3.039,36.01,10.38,36.59,0.0976,1.3413,0.8923,1.021,0.188,0.233,4.17,9.18,22.3,77,88,19.3,19.39,19.23,20.43,23.97,23.28,20.14
2013/1/7,100.5,79.5,70.15,68.3,65,1.259,1.016,0.243,24.59,21.43,29.38,15.68,21.51,88.39,87.74,71.05,71.35,4.29,3.713,0.577,33.23,11.4,31.37,91.74,88.53,83.18,88.89,7.915,6.481,1.434,33.64,7.59,39.01,92.69,87.49,90.46,83.04,14.534,11.523,3.011,36.01,10.38,36.59,0.0979,1.3589,0.9024,1.0237,0.192,0.233,3.01,7.82,20.94,19,78,19.67,19.61,19.32,20.49,24,23.3,19.94
2013/1/8,99.7,74.54,71.61,57.73,59.86,1.254,1.064,0.19,46.94,33.33,27.48,15.47,21.97,86.34,87.06,65.93,68.56,4.258,3.707,0.551,33.09,11.35,31.37,90.81,88.22,82.43,88.59,7.887,6.476,1.411,33.64,7.59,39.01,92.06,87.28,90.17,82.82,14.506,11.517,2.989,36.01,10.38,36.59,0.0979,1.3511,0.9078,1.0242,0.194,0.233,2.03,6.71,19.82,39,75,19.32,19.68,19.41,20.53,24.02,23.31,19.62
2013/1/9,100,72.77,72,60.59,61.14,1.261,1.103,0.158,64.52,30.77,28.07,14.65,22.64,87.11,87.32,67.76,69.58,4.269,3.709,0.56,33.09,11.35,31.37,91.16,88.33,82.72,88.7,7.898,6.478,1.42,33.64,7.59,39.01,92.29,87.36,90.28,82.9,14.516,11.519,2.997,36.01,10.38,36.59,0.0966,1.297,0.8751,1.0248,0.188,0.233,2.24,6.8,20.03,57,55,18.3,19.68,18.89,20.53,23.87,23.31,19.08
2013/1/10,101,76.72,73.57,69.25,65.24,1.302,1.143,0.159,19.23,15.39,28.4,13.74,23.51,89.67,88.17,74.67,73.22,4.304,3.716,0.588,33.09,11.35,31.37,92.32,88.72,83.62,89.07,7.933,6.485,1.448,33.64,7.59,39.01,93.09,87.62,90.64,83.17,14.552,11.526,3.026,36.01,10.38,36.59,0.0969,1.2857,0.8573,1.0253,0.18,0.233,3.13,7.6,21.07,72,51,17.52,19.76,18.32,20.48,23.88,23.3,18.94
2013/1/11,101,79.02,75.39,69.25,65.24,1.345,1.183,0.162,19.23,15.39,29.32,13.15,24.55,89.67,88.17,74.67,73.22,4.313,3.718,0.595,33.09,11.35,31.37,92.32,88.72,83.62,89.07,7.933,6.485,1.448,33.64,7.59,39.01,93.09,87.62,90.64,83.17,14.552,11.526,3.026,36.01,10.38,36.59,0.0971,1.3921,0.8346,1.0253,0.17,0.233,3.03,7.36,20.91,49,32,17.53,19.48,17.86,20.4,23.85,23.3,18.38
2013/1/14,102,86.01,78.93,77.11,69.25,1.4,1.226,0.174,0,0,26.86,12.04,25.52,93.11,89.82,77.54,74.69,4.433,3.861,0.572,32.75,10.87,32.71,93.49,89.11,84.43,89.42,7.969,6.492,1.477,33.64,7.59,39.01,93.88,87.89,90.98,83.44,14.587,11.533,3.054,36.01,10.38,36.59,0.0981,1.4305,0.8409,1.0255,0.173,0.233,3.86,8.13,21.94,75,65,17.62,19.56,17.87,20.33,23.82,23.31,18.24
2013/1/15,100.5,74.54,77.47,52.13,58.09,1.37,1.255,0.115,53.57,30.61,24.42,11.78,26.19,89.21,88.52,70.2,71.15,4.376,3.85,0.526,32.61,10.83,32.71,91.74,88.53,83.18,88.89,7.915,6.481,1.434,33.64,7.59,39.01,92.69,87.49,90.46,83.04,14.534,11.523,3.011,36.01,10.38,36.59,0.0923,1.4866,0.8639,1.0285,0.18,0.234,2.15,6.26,20,21,53,18.21,19.97,18.19,19.94,23.88,23.36,18.6
2013/1/16,99.2,52.92,69.29,38.58,50.28,1.247,1.253,-0.006,100,90.32,23.09,13.66,26.15,85.82,87.39,60.73,66.28,4.319,3.838,0.481,32.21,10.69,32.71,90.22,88.02,81.93,88.39,7.869,6.472,1.397,33.64,7.59,39.01,91.66,87.15,89.97,82.67,14.488,11.514,2.974,36.01,10.38,36.59,0.0977,1.4805,0.8725,1.0217,0.183,0.232,0.71,4.64,18.3,26,39,18.07,20.32,18.31,20.05,23.94,23.22,18.73
2013/1/17,99.3,42.9,60.49,40.08,50.84,1.137,1.23,-0.093,77.15,77.15,20.74,15.11,25.4,86.08,87.47,61.37,66.64,4.311,3.837,0.474,31.75,10.54,32.71,90.34,88.06,82.03,88.43,7.873,6.473,1.4,33.64,7.59,39.01,91.74,87.17,90.01,82.7,14.491,11.514,2.977,36.01,10.38,36.59,0.1076,1.3183,0.8471,1.026,0.176,0.232,0.7,4.49,18.27,93,61,18.01,20.29,18.3,20.04,23.75,23.22,18.17
2013/1/18,101.5,57.17,59.38,64.13,61.53,1.16,1.216,-0.056,14.29,14.29,20.91,13.79,25.05,91.81,89.38,76.19,73.98,4.388,3.852,0.536,31.75,10.54,32.71,92.9,88.91,84.03,89.25,7.951,6.489,1.462,33.64,7.59,39.01,93.48,87.75,90.81,83.31,14.569,11.53,3.039,36.01,10.38,36.59,0.1049,1.3281,0.8737,1.0288,0.189,0.233,2.65,6.49,20.73,80,79,19.35,20.85,18.69,20.16,23.87,23.27,19.62
2013/1/21,100.5,57.16,58.64,52.22,55.44,1.112,1.195,-0.083,42.86,42.86,19.65,14.97,24.23,88.05,88.94,66.26,69.61,4.371,3.956,0.415,30.74,10.21,33.95,91.74,88.53,83.18,88.89,7.915,6.481,1.434,33.64,7.59,39.01,92.69,87.49,90.46,83.04,14.534,11.523,3.011,36.01,10.38,36.59,0.1008,1.3369,0.8563,1.0289,0.192,0.232,1.35,5.2,19.4,16,52,19.03,21.08,18.5,20.23,23.84,23.17,19.42
2013/1/22,101,61.92,59.73,57.19,57.76,1.077,1.171,-0.094,16.67,28.57,18.75,14.7,23.36,90.21,89.66,70.88,71.73,4.387,3.959,0.428,30.68,10.19,33.95,92.32,88.72,83.62,89.07,7.933,6.485,1.448,33.64,7.59,39.01,93.09,87.62,90.64,83.17,14.552,11.526,3.026,36.01,10.38,36.59,0.1079,1.3269,0.8481,1.0409,0.185,0.232,1.58,5.49,19.85,67,76,18.28,21.03,18.39,19.68,23.8,23.17,18.94
2013/1/23,101,65.09,61.52,57.19,57.76,1.048,1.146,-0.098,16.67,28.57,19.66,13.78,22.95,90.21,89.66,70.88,71.73,4.396,3.961,0.435,30.68,10.19,33.95,92.32,88.72,83.62,89.07,7.933,6.485,1.448,33.64,7.59,39.01,93.09,87.62,90.64,83.17,14.552,11.526,3.026,36.01,10.38,36.59,0.118,1.3158,0.8466,1.0453,0.178,0.231,1.28,5.25,19.7,63,85,18.16,18.01,18.36,19.6,23.78,23.08,18.38
2013/1/24,99.9,56.73,59.92,42.13,50.6,0.943,1.105,-0.162,69.56,60,18.18,16.08,21.75,85.45,88.07,61.45,67.23,4.345,3.951,0.394,30.23,10.04,33.95,91.04,88.29,82.62,88.67,7.894,6.477,1.417,33.64,7.59,39.01,92.21,87.33,90.24,82.87,14.513,11.519,2.994,36.01,10.38,36.59,0.123,1.3322,0.8566,1.0578,0.182,0.231,0.01,3.9,18.25,22,43,18.57,18.24,18.51,19.13,23.73,23.1,18.31
2013/1/25,99,46.15,55.33,33.19,45.48,0.786,1.041,-0.255,71.43,75,16.75,19.78,20.79,81.55,86.77,55.42,63.94,4.292,3.94,0.352,29.49,10.81,33.68,89.99,87.94,81.72,88.31,7.862,6.471,1.391,33.64,7.59,39.01,91.5,87.09,89.89,82.62,14.481,11.512,2.969,36.01,10.38,36.59,0.125,1.4255,0.8592,1.0603,0.184,0.231,-1.04,2.79,17.05,28,15,18.49,18.25,18.56,19.18,23.76,23.11,18.1
2013/1/28,99.3,43.15,51.27,38.62,47.45,0.668,0.966,-0.298,62.86,67.5,16.1,19.02,19.9,75.54,83.03,57.18,64.58,4.153,3.983,0.17,28.92,10.6,34.59,90.34,88.06,82.03,88.43,7.873,6.473,1.4,33.64,7.59,39.01,91.74,87.17,90.01,82.7,14.491,11.514,2.977,36.01,10.38,36.59,0.1259,1.3907,1.0672,1.0618,0.18,0.231,-0.92,2.94,17.26,55,32,18.34,18.22,17.76,19.17,23.76,23.11,17.59
2013/1/29,101,57.34,53.29,61.03,57.19,0.683,0.909,-0.226,14.29,14.29,23,17.26,19.5,83.2,85.58,64.97,67.82,4.248,4.002,0.246,27.73,10.16,34.59,92.32,88.72,83.62,89.07,7.933,6.485,1.448,33.64,7.59,39.01,93.09,87.62,90.64,83.17,14.552,11.526,3.026,36.01,10.38,36.59,0.1202,1.4018,1.1065,1.0692,0.186,0.231,0.57,4.5,19.12,80,46,18.95,18.6,17.95,19.07,23.81,23.14,18.31
2013/1/30,101.5,67.39,57.99,65.65,59.64,0.728,0.873,-0.145,12.5,12.5,23.66,16.17,19.45,85.45,86.33,66.75,68.67,4.275,4.007,0.268,28.47,10.06,34.69,92.9,88.91,84.03,89.25,7.951,6.489,1.462,33.64,7.59,39.01,93.48,87.75,90.81,83.31,14.569,11.53,3.039,36.01,10.38,36.59,0.1216,1.3741,1.1547,1.0695,0.184,0.231,0.97,4.82,19.56,57,43,18.48,17.83,17.94,18.35,23.81,23.14,17.88
2013/1/31,101.5,74.09,63.36,65.65,59.64,0.737,0.846,-0.109,12.5,12.5,22.15,17.27,18.94,85.45,86.33,66.75,68.67,4.275,4.007,0.268,28.47,10.06,34.69,92.9,88.91,84.03,89.25,7.951,6.489,1.462,33.64,7.59,39.01,93.48,87.75,90.81,83.31,14.569,11.53,3.039,36.01,10.38,36.59,0.1291,1.2468,1.164,1.0905,0.18,0.231,0.95,4.63,19.41,65,61,16.2,17.69,17.91,18.34,23.68,23.14,17.37
2013/2/1,101.5,78.56,68.43,65.65,59.64,0.745,0.826,-0.081,14.71,12.5,21.17,16.51,18.47,85.45,86.33,66.75,68.67,4.275,4.007,0.268,28.47,10.06,34.69,94.68,90.83,84.03,89.25,8.364,6.864,1.5,33.25,7.5,40.74,93.48,87.75,90.81,83.31,14.569,11.53,3.039,36.01,10.38,36.59,0.1284,1.2095,1.1639,1.0905,0.158,0.231,0.95,4.43,19.26,59,69,15.48,17.33,17.9,18.05,23.66,23.14,16.83
2013/2/4,103,85.71,74.19,79.72,67.32,0.848,0.83,0.018,0,0,26.39,15.42,19.02,90.3,87.65,72.07,71.18,4.344,4.074,0.27,29.68,9.74,35.83,95.27,91.03,85.42,89.8,8.444,6.88,1.564,33.82,7.37,40.81,93.88,87.89,91.29,83.69,14.64,11.544,3.096,36.52,10.3,36.65,0.1335,1.2924,1.1704,1.0897,0.158,0.231,2.31,5.76,20.86,85,81,16.21,17.64,18.04,18.03,23.63,23.12,17.29
2013/2/5,103,90.47,79.62,79.72,67.32,0.911,0.846,0.065,0,0,24.64,16.61,19.05,90.3,87.65,72.07,71.18,4.335,4.073,0.262,29.68,9.74,35.83,95.27,91.03,85.42,89.8,8.444,6.88,1.564,33.82,7.37,40.81,93.88,87.89,91.29,83.69,14.64,11.544,3.096,36.52,10.3,36.65,0.1399,1.2459,1.173,1.0924,0.158,0.231,2.15,5.55,20.69,73,77,15.75,17.61,18.04,18.02,23.62,23.12,16.76
2013/2/6,105,93.65,84.3,89.05,75.12,1.082,0.893,0.189,0,0,31.22,15.16,20.16,90.3,87.65,76.99,73.97,4.441,4.094,0.347,32.55,9.34,36.17,95.27,91.03,86.93,90.45,8.55,6.901,1.649,35.29,7.21,40.94,93.88,87.89,91.85,84.18,14.746,11.565,3.181,37.52,10.14,36.75,0.1413,1.2528,1.1893,1.096,0.165,0.232,3.87,7.33,22.86,94,92,16.56,17.82,18.36,18.11,23.65,23.18,17.96
2013/2/18,107,90.72,86.44,93.05,80.33,1.399,0.994,0.405,18.75,14.29,40.92,13.02,22.41,89.94,88.41,81.13,76.49,4.742,4.224,0.518,37.37,8.68,38.04,93.84,90.55,88.16,91.02,8.683,6.928,1.755,37.7,6.94,41.15,92.85,87.54,92.35,84.65,14.879,11.592,3.287,39.18,9.87,36.92,0.1474,1.299,1.2044,1.1007,0.17,0.232,5.54,9.06,25.02,81,81,17.51,17.73,18.63,18.25,23.57,23.2,18.94
2013/2/19,107,88.13,87,93.05,80.33,1.631,1.121,0.51,21.43,15.15,37.66,11.98,24.5,89.94,88.41,81.13,76.49,4.742,4.224,0.518,37.37,8.68,38.04,93.84,90.55,88.16,91.02,8.683,6.928,1.755,37.7,6.94,41.15,92.85,87.54,92.35,84.65,14.879,11.592,3.287,39.18,9.87,36.92,0.1389,1.3308,1.2056,1.1137,0.171,0.232,5.23,8.75,24.84,48,71,17.37,17.27,18.57,18.16,23.51,23.2,18.38
2013/2/20,109,90.33,88.11,95.58,84.37,1.909,1.279,0.63,6.25,5.1,37.88,10.82,26.72,92.41,89.24,84.02,78.57,4.83,4.241,0.589,38.62,8.5,38.15,94.81,90.88,89.17,91.53,8.771,6.945,1.826,38.36,6.87,41.2,93.54,87.77,92.78,85.08,14.967,11.609,3.358,39.64,9.79,36.96,0.1362,1.3762,1.2288,1.1148,0.177,0.232,6.83,10.43,26.98,87,80,18.17,17.74,18.83,18.09,23.59,23.2,19.28
2013/2/21,107,84.78,87,65.72,68.69,1.999,1.423,0.576,38.46,26.32,34.96,13.85,27.9,87.94,87.75,81.13,76.49,4.759,4.227,0.532,38.62,8.5,38.15,92.96,90.26,88.16,91.02,8.7,6.931,1.769,38.36,6.87,41.2,92.2,87.33,92.35,84.65,14.897,11.595,3.302,39.64,9.79,36.96,0.1363,1.456,1.2632,1.1223,0.192,0.233,4.53,8.1,24.48,12,66,19.53,18.39,19.28,18.29,23.68,23.28,20.07
2013/2/22,105.5,75.04,83.01,50.84,59.47,1.923,1.523,0.4,88.89,42.11,32.28,20.47,27.51,84.58,86.63,78.19,74.65,4.68,4.211,0.469,38.62,8.5,38.15,91.57,89.8,87.26,90.6,8.647,6.921,1.726,38.36,6.87,41.2,91.19,86.99,91.98,84.3,14.844,11.585,3.259,39.64,9.79,36.96,0.1293,1.4442,1.3394,1.1237,0.198,0.233,2.75,6.31,22.57,9,47,19.45,18.64,19.37,18.41,23.75,23.33,20.27
2013/2/23,107,72.94,79.65,61.69,64.73,1.93,1.604,0.326,55.56,27.78,33.64,18.91,27.55,87.94,87.75,81.13,76.49,4.733,4.222,0.511,38.62,8.5,38.15,92.96,90.26,88.16,91.02,8.7,6.931,1.769,38.36,6.87,41.2,92.2,87.33,92.35,84.65,14.897,11.595,3.302,39.64,9.79,36.96,0.1388,1.4482,1.3475,1.133,0.193,0.234,3.82,7.53,24.14,83,60,19.03,18.44,19.5,18.48,23.79,23.36,20.4
2013/2/25,105,63.21,74.17,45.1,54.3,1.817,1.647,0.17,100,56.25,31.09,21.27,26.92,81.54,85.68,66.22,69.05,4.793,4.336,0.457,37.02,8.15,39.99,91.11,89.64,86.93,90.45,8.629,6.917,1.712,38.36,6.87,41.2,90.85,86.88,91.85,84.18,14.826,11.581,3.245,39.64,9.79,36.96,0.138,1.8496,1.3705,1.1317,0.2,0.233,1.71,5.27,21.65,6,15,20.53,19.11,19.92,18.69,23.9,23.35,21.15
2013/2/26,103.5,46.9,65.08,36.02,47.87,1.574,1.632,-0.058,83.33,75,28.2,28.58,25.04,78.07,84.52,58.19,64.35,4.695,4.317,0.378,35.21,12.66,38.79,89.73,89.18,85.83,89.97,8.576,6.906,1.67,38.36,6.87,41.2,89.84,86.54,91.44,83.82,14.773,11.571,3.202,39.64,9.79,36.96,0.1322,1.9296,1.3812,1.1331,0.208,0.234,0.11,3.63,19.76,24,11,20.06,19.49,20.18,18.82,23.78,23.37,21.27
2013/2/27,104.5,44.99,58.38,45.21,52.07,1.366,1.579,-0.213,46.15,58.82,24.73,30.33,23.98,80.39,85.3,63.31,67.41,4.704,4.318,0.386,34.2,15.15,38.18,90.65,89.49,86.58,90.29,8.612,6.914,1.698,38.36,6.87,41.2,90.51,86.76,91.72,84.06,14.808,11.578,3.23,39.64,9.79,36.96,0.1342,1.9169,1.3813,1.1329,0.198,0.233,0.91,4.47,20.77,83,7,19.87,19.22,20.21,18.77,23.7,23.26,20.96
